State,County,Latitude,Longitude,Cluster_Groups,Cluster_Names
alabama,autauga,32.4691,-86.4732,1,cluster_group_1
alabama,baldwin,30.5231,-87.74485,1,cluster_group_1
alabama,barbour,31.85925,-85.45055,2,cluster_group_2
alabama,bibb,32.99505,-87.12425,2,cluster_group_2
alabama,blount,33.9132,-86.60495,1,cluster_group_1
alabama,bullock,31.9833,-85.7409,2,cluster_group_2
alabama,butler,31.6641,-86.7491,2,cluster_group_2
alabama,calhoun,33.6584,-85.8264,2,cluster_group_2
alabama,chambers,32.88585,-85.2586,2,cluster_group_2
alabama,cherokee,34.1887,-85.6068,2,cluster_group_2
alabama,chilton,32.8323,-86.7239,2,cluster_group_2
alabama,choctaw,32.0308,-88.25995,2,cluster_group_2
alabama,clarke,31.7667,-87.7614,2,cluster_group_2
alabama,clay,33.2133,-85.7896,2,cluster_group_2
alabama,cleburne,33.6469,-85.453,2,cluster_group_2
alabama,coffee,31.3547,-85.92865,1,cluster_group_1
alabama,colbert,34.7482,-87.6853,2,cluster_group_2
alabama,conecuh,31.37205,-87.11955,2,cluster_group_2
alabama,coosa,32.9453,-86.092,2,cluster_group_2
alabama,covington,31.29715,-86.41005,2,cluster_group_2
alabama,crenshaw,31.79925,-86.30195,2,cluster_group_2
alabama,cullman,34.1643,-86.8081,2,cluster_group_2
alabama,dale,31.39515,-85.6399,1,cluster_group_1
alabama,dallas,32.4101,-87.00365,2,cluster_group_2
alabama,dekalb,34.4855,-85.804,2,cluster_group_2
alabama,elmore,32.57645,-86.2458,1,cluster_group_1
alabama,escambia,31.0765,-87.4613,2,cluster_group_2
alabama,etowah,34.0189,-86.0444,1,cluster_group_1
alabama,fayette,33.7096,-87.7393,2,cluster_group_2
alabama,franklin,34.4126,-87.7825,2,cluster_group_2
alabama,geneva,31.0998,-85.7933,2,cluster_group_2
alabama,greene,32.8752,-87.9013,2,cluster_group_2
alabama,hale,32.7506,-87.611,2,cluster_group_2
alabama,henry,31.5553,-85.3186,2,cluster_group_2
alabama,houston,31.2125,-85.3137,1,cluster_group_1
alabama,jackson,34.7452,-85.9925,2,cluster_group_2
alabama,jefferson,33.51815,-86.80825,1,cluster_group_1
alabama,lamar,33.7528,-88.1018,2,cluster_group_2
alabama,lauderdale,34.8962,-87.666,1,cluster_group_1
alabama,lawrence,34.5686,-87.2749,2,cluster_group_2
alabama,lee,32.6127,-85.3737,1,cluster_group_1
alabama,limestone,34.7964,-86.92125,1,cluster_group_1
alabama,lowndes,32.1938,-86.6035,2,cluster_group_2
alabama,macon,32.4048,-85.7281,2,cluster_group_2
alabama,madison,34.7229,-86.6258,1,cluster_group_1
alabama,marengo,32.2952,-87.7855,2,cluster_group_2
alabama,marion,34.1134,-87.8676,2,cluster_group_2
alabama,marshall,34.32225,-86.3029,2,cluster_group_2
alabama,mobile,30.6913,-88.1062,1,cluster_group_1
alabama,monroe,31.5148,-87.3702,2,cluster_group_2
alabama,montgomery,32.3745,-86.256,1,cluster_group_1
alabama,morgan,34.5379,-86.9388,1,cluster_group_1
alabama,perry,32.55105,-87.417,2,cluster_group_2
alabama,pickens,33.3516,-88.1459,2,cluster_group_2
alabama,pike,31.78515,-85.94785,2,cluster_group_2
alabama,randolph,33.3403,-85.3921,2,cluster_group_2
alabama,russell,32.2865,-85.06865,2,cluster_group_2
alabama,st. clair,33.6722,-86.308,1,cluster_group_1
alabama,shelby,33.26165,-86.67915,1,cluster_group_1
alabama,sumter,32.64185,-88.21845,2,cluster_group_2
alabama,talladega,33.31775,-86.2325,2,cluster_group_2
alabama,tallapoosa,32.8704,-85.8379,2,cluster_group_2
alabama,tuscaloosa,33.2148,-87.54605,1,cluster_group_1
alabama,walker,33.8141,-87.272,2,cluster_group_2
alabama,washington,31.36115,-88.1069,2,cluster_group_2
alabama,wilcox,31.9983,-87.3002,2,cluster_group_2
alabama,winston,34.14935,-87.4767,2,cluster_group_2
alaska,aleutians east borough,55.0593,-162.3114,3,cluster_group_3
alaska,aleutians west census area,53.4563,-169.6169,3,cluster_group_3
alaska,anchorage municipality,61.1898,-149.877,1,cluster_group_1
alaska,bethel census area,60.7966,-161.6528,0,cluster_group_0
alaska,bristol bay borough,58.7489,-156.8941,3,cluster_group_3
alaska,denali borough,64.0259,-149.1905,3,cluster_group_3
alaska,dillingham census area,59.0615,-158.463,3,cluster_group_3
alaska,fairbanks north star borough,64.83605,-147.7206,1,cluster_group_1
alaska,haines borough,59.2301,-135.4431,3,cluster_group_3
alaska,hoonah-angoon census area,58.1,-135.68385,3,cluster_group_3
alaska,juneau city and borough,58.32445,-134.46985,1,cluster_group_1
alaska,kenai peninsula borough,60.4879,-151.2136,1,cluster_group_1
alaska,ketchikan gateway borough,55.57575,-131.99025,3,cluster_group_3
alaska,kodiak island borough,57.7989,-152.4593,3,cluster_group_3
alaska,kusilvak census area,61.9853,-163.89465,0,cluster_group_0
alaska,lake and peninsula borough,57.85925,-157.3778,3,cluster_group_3
alaska,matanuska-susitna borough,61.6148,-149.7403,1,cluster_group_1
alaska,nome census area,64.6561,-163.9493,0,cluster_group_0
alaska,north slope borough,70.1425,-156.1664,3,cluster_group_3
alaska,northwest arctic borough,66.9053,-160.3754,3,cluster_group_3
alaska,petersburg borough,56.89235,-133.4441,3,cluster_group_3
alaska,prince of wales-hyder census area,55.6176,-132.81445,3,cluster_group_3
alaska,sitka city and borough,56.6518,-134.98805,3,cluster_group_3
alaska,skagway municipality,59.4594,-135.3078,3,cluster_group_3
alaska,southeast fairbanks census area,63.9573,-142.2149,3,cluster_group_3
alaska,valdez-cordova census area,61.32675,-145.90555,3,cluster_group_3
alaska,wrangell city and borough,56.4717,-132.3872,3,cluster_group_3
alaska,yakutat city and borough,59.5545,-139.7547,3,cluster_group_3
alaska,yukon-koyukuk census area,65.2268,-152.5838,0,cluster_group_0
arizona,apache,35.47245,-109.34905,0,cluster_group_0
arizona,cochise,31.5558,-109.9481,1,cluster_group_1
arizona,coconino,35.29895,-111.64775,1,cluster_group_1
arizona,gila,33.6206,-110.867,2,cluster_group_2
arizona,graham,32.8694,-109.7916,2,cluster_group_2
arizona,greenlee,33.0303,-109.19065,3,cluster_group_3
arizona,la paz,33.7223,-114.2171,2,cluster_group_2
arizona,maricopa,33.48785,-112.05745,1,cluster_group_1
arizona,mohave,35.1695,-114.2831,1,cluster_group_1
arizona,navajo,34.9015,-110.1588,0,cluster_group_0
arizona,pima,32.2234,-110.96965,1,cluster_group_1
arizona,pinal,32.9775,-111.54705,1,cluster_group_1
arizona,santa cruz,31.6043,-110.9377,0,cluster_group_0
arizona,yavapai,34.5942,-112.3224,1,cluster_group_1
arizona,yuma,32.67655,-114.584,0,cluster_group_0
arkansas,arkansas,34.39145,-91.3213,2,cluster_group_2
arkansas,ashley,33.2302,-91.5762,2,cluster_group_2
arkansas,baxter,36.3339,-92.3741,2,cluster_group_2
arkansas,benton,36.36475,-94.222,1,cluster_group_1
arkansas,boone,36.3127,-93.0094,2,cluster_group_2
arkansas,bradley,33.49685,-92.1943,2,cluster_group_2
arkansas,calhoun,33.5508,-92.4834,2,cluster_group_2
arkansas,carroll,36.39,-93.5653,2,cluster_group_2
arkansas,chicot,33.3339,-91.2854,2,cluster_group_2
arkansas,clark,34.0712,-93.13445,2,cluster_group_2
arkansas,clay,36.3937,-90.3908,2,cluster_group_2
arkansas,cleburne,35.5655,-92.0161,2,cluster_group_2
arkansas,cleveland,33.8614,-92.2168,3,cluster_group_3
arkansas,columbia,33.26355,-93.23145,2,cluster_group_2
arkansas,conway,35.27545,-92.6407,2,cluster_group_2
arkansas,craighead,35.8405,-90.6573,1,cluster_group_1
arkansas,crawford,35.5556,-94.2954,2,cluster_group_2
arkansas,crittenden,35.2218,-90.2721,2,cluster_group_2
arkansas,cross,35.3135,-90.7735,2,cluster_group_2
arkansas,dallas,33.89985,-92.49615,2,cluster_group_2
arkansas,desha,33.7803,-91.3316,2,cluster_group_2
arkansas,drew,33.6305,-91.792,2,cluster_group_2
arkansas,faulkner,35.0894,-92.4085,1,cluster_group_1
arkansas,franklin,35.41455,-93.8806,2,cluster_group_2
arkansas,fulton,36.3913,-91.8346,2,cluster_group_2
arkansas,garland,34.5117,-93.0807,2,cluster_group_2
arkansas,grant,34.3075,-92.5504,3,cluster_group_3
arkansas,greene,36.1259,-90.5231,2,cluster_group_2
arkansas,hempstead,33.7681,-93.6923,2,cluster_group_2
arkansas,hot spring,34.2979,-92.9943,2,cluster_group_2
arkansas,howard,34.0402,-93.96405,2,cluster_group_2
arkansas,independence,35.71415,-91.56625,2,cluster_group_2
arkansas,izard,36.1554,-91.9122,2,cluster_group_2
arkansas,jackson,35.6233,-91.21775,2,cluster_group_2
arkansas,jefferson,34.2606,-92.0128,2,cluster_group_2
arkansas,johnson,35.4737,-93.4548,2,cluster_group_2
arkansas,lafayette,33.3487,-93.53775,2,cluster_group_2
arkansas,lawrence,36.0442,-91.1284,2,cluster_group_2
arkansas,lee,34.7835,-90.78895,2,cluster_group_2
arkansas,lincoln,34.01865,-91.73255,2,cluster_group_2
arkansas,little river,33.7403,-94.204,2,cluster_group_2
arkansas,logan,35.2919,-93.711,2,cluster_group_2
arkansas,lonoke,34.784,-91.917,1,cluster_group_1
arkansas,madison,35.9555,-93.7521,2,cluster_group_2
arkansas,marion,36.27565,-92.69925,2,cluster_group_2
arkansas,miller,33.3593,-93.8989,2,cluster_group_2
arkansas,mississippi,35.7428,-90.0428,2,cluster_group_2
arkansas,monroe,34.6965,-91.1946,2,cluster_group_2
arkansas,montgomery,34.61515,-93.6715,2,cluster_group_2
arkansas,nevada,33.6602,-93.3078,2,cluster_group_2
arkansas,newton,36.0075,-93.1894,2,cluster_group_2
arkansas,ouachita,33.57765,-92.83385,2,cluster_group_2
arkansas,perry,35.037,-92.8003,2,cluster_group_2
arkansas,phillips,34.476,-90.837,2,cluster_group_2
arkansas,pike,34.2419,-93.6879,2,cluster_group_2
arkansas,poinsett,35.5696,-90.523,2,cluster_group_2
arkansas,polk,34.4088,-94.3386,2,cluster_group_2
arkansas,pope,35.2854,-93.1023,2,cluster_group_2
arkansas,prairie,34.8529,-91.5865,2,cluster_group_2
arkansas,pulaski,34.7654,-92.2777,1,cluster_group_1
arkansas,randolph,36.3383,-90.9419,2,cluster_group_2
arkansas,st. francis,35.0132,-90.783,2,cluster_group_2
arkansas,saline,34.5917,-92.5764,1,cluster_group_1
arkansas,scott,34.83375,-93.99735,2,cluster_group_2
arkansas,searcy,35.9471,-92.74115,2,cluster_group_2
arkansas,sebastian,35.3046,-94.3653,1,cluster_group_1
arkansas,sevier,33.9561,-94.3257,2,cluster_group_2
arkansas,sharp,36.2758,-91.5319,2,cluster_group_2
arkansas,stone,35.86915,-92.2419,2,cluster_group_2
arkansas,union,33.2115,-92.66005,2,cluster_group_2
arkansas,van buren,35.522,-92.4063,2,cluster_group_2
arkansas,washington,36.05915,-94.19075,1,cluster_group_1
arkansas,white,35.2445,-91.743,2,cluster_group_2
arkansas,woodruff,35.20555,-91.23865,2,cluster_group_2
arkansas,yell,35.0259,-93.3977,2,cluster_group_2
california,alameda,37.7769,-122.2115,1,cluster_group_1
california,alpine,38.7329,-119.9432,3,cluster_group_3
california,amador,38.4408,-120.767,1,cluster_group_1
california,butte,39.6374,-121.6274,1,cluster_group_1
california,calaveras,38.1928,-120.5412,1,cluster_group_1
california,colusa,39.18035,-122.10955,1,cluster_group_1
california,contra costa,37.9385,-122.0619,1,cluster_group_1
california,del norte,41.81135,-124.16405,2,cluster_group_2
california,el dorado,38.8139,-120.67005,1,cluster_group_1
california,fresno,36.738,-119.7849,1,cluster_group_1
california,glenn,39.59595,-122.1138,2,cluster_group_2
california,humboldt,40.62325,-124.04415,1,cluster_group_1
california,imperial,32.7983,-115.527,0,cluster_group_0
california,inyo,36.47295,-117.9556,3,cluster_group_3
california,kern,35.36775,-118.98195,1,cluster_group_1
california,kings,36.2565,-119.7948,0,cluster_group_0
california,lake,39.0265,-122.7671,2,cluster_group_2
california,lassen,40.40665,-120.46845,3,cluster_group_3
california,los angeles,34.0715,-118.2642,1,cluster_group_1
california,madera,37.2222,-119.7347,1,cluster_group_1
california,marin,37.9882,-122.5614,1,cluster_group_1
california,mariposa,37.53155,-119.9454,3,cluster_group_3
california,mendocino,39.26395,-123.5586,2,cluster_group_2
california,merced,37.31895,-120.6186,0,cluster_group_0
california,modoc,41.4847,-120.5437,3,cluster_group_3
california,mono,37.956,-119.1202,3,cluster_group_3
california,monterey,36.5959,-121.6657,1,cluster_group_1
california,napa,38.5058,-122.437,1,cluster_group_1
california,nevada,39.2518,-120.99395,1,cluster_group_1
california,orange,33.7485,-117.8657,1,cluster_group_1
california,placer,38.9938,-121.0234,1,cluster_group_1
california,plumas,39.934,-120.9167,3,cluster_group_3
california,riverside,33.7967,-117.1503,1,cluster_group_1
california,sacramento,38.5766,-121.4806,1,cluster_group_1
california,san benito,36.8433,-121.3898,1,cluster_group_1
california,san bernardino,34.1615,-117.2778,1,cluster_group_1
california,san diego,32.8029,-117.11,1,cluster_group_1
california,san francisco,37.7816,-122.4106,1,cluster_group_1
california,san joaquin,37.9647,-121.2876,1,cluster_group_1
california,san luis obispo,35.3107,-120.6607,1,cluster_group_1
california,san mateo,37.53575,-122.33695,1,cluster_group_1
california,santa barbara,34.4401,-119.8461,1,cluster_group_1
california,santa clara,37.3349,-121.91435,1,cluster_group_1
california,santa cruz,36.99055,-122.0033,1,cluster_group_1
california,shasta,40.6771,-122.3131,1,cluster_group_1
california,sierra,39.5675,-120.6734,3,cluster_group_3
california,siskiyou,41.6116,-122.6706,2,cluster_group_2
california,solano,38.2432,-121.99885,1,cluster_group_1
california,sonoma,38.4055,-122.7482,1,cluster_group_1
california,stanislaus,37.62415,-120.9631,1,cluster_group_1
california,sutter,39.1259,-121.6551,1,cluster_group_1
california,tehama,40.06515,-122.14685,2,cluster_group_2
california,trinity,40.7049,-123.1823,2,cluster_group_2
california,tulare,36.3092,-119.2615,0,cluster_group_0
california,tuolumne,37.98665,-120.2607,1,cluster_group_1
california,ventura,34.2513,-119.061,1,cluster_group_1
california,yolo,38.6748,-121.798,1,cluster_group_1
california,yuba,39.36555,-121.29265,1,cluster_group_1
colorado,adams,39.8438,-104.921,1,cluster_group_1
colorado,alamosa,37.5613,-105.87785,0,cluster_group_0
colorado,arapahoe,39.6474,-104.8656,1,cluster_group_1
colorado,archuleta,37.1381,-107.0401,3,cluster_group_3
colorado,baca,37.37545,-102.50245,3,cluster_group_3
colorado,bent,38.0862,-103.0917,0,cluster_group_0
colorado,boulder,40.0188,-105.2436,1,cluster_group_1
colorado,broomfield,39.9236,-105.0662,1,cluster_group_1
colorado,chaffee,38.5528,-106.1583,3,cluster_group_3
colorado,cheyenne,38.82385,-102.5699,3,cluster_group_3
colorado,clear creek,39.7614,-105.6855,3,cluster_group_3
colorado,conejos,37.1742,-106.0132,0,cluster_group_0
colorado,costilla,37.1664,-105.478,0,cluster_group_0
colorado,crowley,38.217,-103.7761,0,cluster_group_0
colorado,custer,38.17345,-105.25405,3,cluster_group_3
colorado,delta,38.7936,-107.9236,2,cluster_group_2
colorado,denver,39.7435,-104.9836,1,cluster_group_1
colorado,dolores,37.6927,-108.8063,2,cluster_group_2
colorado,douglas,39.4853,-104.9019,1,cluster_group_1
colorado,eagle,39.6434,-106.674,1,cluster_group_1
colorado,elbert,39.3564,-104.0832,1,cluster_group_1
colorado,el paso,38.85235,-104.77615,1,cluster_group_1
colorado,fremont,38.3783,-105.2271,2,cluster_group_2
colorado,garfield,39.5353,-107.6011,1,cluster_group_1
colorado,gilpin,39.8677,-105.4953,3,cluster_group_3
colorado,grand,40.04855,-105.87005,3,cluster_group_3
colorado,gunnison,38.5745,-106.9352,3,cluster_group_3
colorado,hinsdale,38.0356,-107.3124,3,cluster_group_3
colorado,huerfano,37.6122,-105.0896,2,cluster_group_2
colorado,jackson,40.5496,-106.2521,3,cluster_group_3
colorado,jefferson,39.7096,-105.1193,1,cluster_group_1
colorado,kiowa,38.4667,-102.9683,3,cluster_group_3
colorado,kit carson,39.31655,-102.66225,3,cluster_group_3
colorado,lake,39.1664,-106.28785,3,cluster_group_3
colorado,la plata,37.2042,-107.86,1,cluster_group_1
colorado,larimer,40.53235,-105.0951,1,cluster_group_1
colorado,las animas,37.2077,-104.5031,3,cluster_group_3
colorado,lincoln,39.2403,-103.5238,3,cluster_group_3
colorado,logan,40.7167,-103.1713,2,cluster_group_2
colorado,mesa,39.103,-108.5479,1,cluster_group_1
colorado,mineral,37.8028,-106.9636,3,cluster_group_3
colorado,moffat,40.5151,-107.5656,3,cluster_group_3
colorado,montezuma,37.4052,-108.6247,2,cluster_group_2
colorado,montrose,38.3682,-108.4172,1,cluster_group_1
colorado,morgan,40.3007,-103.8132,3,cluster_group_3
colorado,otero,38.03195,-103.6749,0,cluster_group_0
colorado,ouray,38.08825,-107.7183,3,cluster_group_3
colorado,park,39.2548,-105.69435,3,cluster_group_3
colorado,phillips,40.624,-102.3861,3,cluster_group_3
colorado,pitkin,39.2417,-106.85815,3,cluster_group_3
colorado,prowers,38.0856,-102.3774,2,cluster_group_2
colorado,pueblo,38.2707,-104.6088,1,cluster_group_1
colorado,rio blanco,40.06745,-108.32995,3,cluster_group_3
colorado,rio grande,37.6301,-106.2521,2,cluster_group_2
colorado,routt,40.4678,-106.8738,1,cluster_group_1
colorado,saguache,38.06705,-106.1199,2,cluster_group_2
colorado,san juan,37.7664,-107.6754,3,cluster_group_3
colorado,san miguel,37.9362,-108.0513,3,cluster_group_3
colorado,sedgwick,40.9037,-102.4051,3,cluster_group_3
colorado,summit,39.6011,-106.0779,1,cluster_group_1
colorado,teller,38.92145,-105.15875,1,cluster_group_1
colorado,washington,39.80075,-103.1851,3,cluster_group_3
colorado,weld,40.408,-104.70265,1,cluster_group_1
colorado,yuma,39.9367,-102.4924,3,cluster_group_3
connecticut,fairfield,41.1626,-73.407,1,cluster_group_1
connecticut,hartford,41.77,-72.6936,1,cluster_group_1
connecticut,litchfield,41.757,-73.22625,1,cluster_group_1
connecticut,middlesex,41.4715,-72.5269,1,cluster_group_1
connecticut,new haven,41.35765,-72.9284,1,cluster_group_1
connecticut,new london,41.4561,-72.09875,1,cluster_group_1
connecticut,tolland,41.82795,-72.3211,1,cluster_group_1
connecticut,windham,41.8447,-71.9417,1,cluster_group_1
delaware,kent,39.1521,-75.5676,1,cluster_group_1
delaware,new castle,39.7415,-75.5993,1,cluster_group_1
delaware,sussex,38.6464,-75.2355,1,cluster_group_1
district of columbia,district of columbia,38.8983,-77.024,1,cluster_group_1
florida,alachua,29.6511,-82.3551,1,cluster_group_1
florida,baker,30.2861,-82.2086,2,cluster_group_2
florida,bay,30.1806,-85.6461,1,cluster_group_1
florida,bradford,29.9062,-82.163,2,cluster_group_2
florida,brevard,28.2675,-80.67,1,cluster_group_1
florida,broward,26.14545,-80.19565,1,cluster_group_1
florida,calhoun,30.44085,-85.1949,2,cluster_group_2
florida,charlotte,26.9537,-82.1154,1,cluster_group_1
florida,citrus,28.8658,-82.4787,1,cluster_group_1
florida,clay,30.07735,-81.8022,1,cluster_group_1
florida,collier,26.16315,-81.72045,1,cluster_group_1
florida,columbia,30.1215,-82.6521,2,cluster_group_2
florida,desoto,27.2172,-81.861,2,cluster_group_2
florida,dixie,29.57175,-83.1333,2,cluster_group_2
florida,duval,30.3083,-81.63515,1,cluster_group_1
florida,escambia,30.4338,-87.2817,1,cluster_group_1
florida,flagler,29.4791,-81.1286,1,cluster_group_1
florida,franklin,29.7276,-84.8762,2,cluster_group_2
florida,gadsden,30.5955,-84.61415,2,cluster_group_2
florida,gilchrist,29.68425,-82.84615,2,cluster_group_2
florida,glades,26.90205,-81.22525,2,cluster_group_2
florida,gulf,29.8271,-85.3046,2,cluster_group_2
florida,hamilton,30.4875,-83.004,2,cluster_group_2
florida,hardee,27.52165,-81.8319,0,cluster_group_0
florida,hendry,26.73915,-81.43655,0,cluster_group_0
florida,hernando,28.52305,-82.4819,1,cluster_group_1
florida,highlands,27.4361,-81.4398,2,cluster_group_2
florida,hillsborough,27.9641,-82.4423,1,cluster_group_1
florida,holmes,30.8703,-85.8316,2,cluster_group_2
florida,indian river,27.6591,-80.4348,1,cluster_group_1
florida,jackson,30.7739,-85.1803,2,cluster_group_2
florida,jefferson,30.4781,-83.9008,2,cluster_group_2
florida,lafayette,30.1402,-83.26625,2,cluster_group_2
florida,lake,28.799,-81.7376,1,cluster_group_1
florida,lee,26.5977,-81.8596,1,cluster_group_1
florida,leon,30.44065,-84.28415,1,cluster_group_1
florida,levy,29.29235,-82.71965,2,cluster_group_2
florida,liberty,30.35635,-84.8959,2,cluster_group_2
florida,madison,30.4763,-83.4031,2,cluster_group_2
florida,manatee,27.465,-82.5579,1,cluster_group_1
florida,marion,29.16215,-82.1116,1,cluster_group_1
florida,martin,27.1643,-80.23465,1,cluster_group_1
florida,miami-dade,25.7789,-80.3011,1,cluster_group_1
florida,monroe,24.7184,-81.06295,1,cluster_group_1
florida,nassau,30.6302,-81.6012,1,cluster_group_1
florida,okaloosa,30.4976,-86.5786,1,cluster_group_1
florida,okeechobee,27.2437,-80.8296,2,cluster_group_2
florida,orange,28.5457,-81.3791,1,cluster_group_1
florida,osceola,28.2692,-81.3607,1,cluster_group_1
florida,palm beach,26.6159,-80.1123,1,cluster_group_1
florida,pasco,28.2526,-82.48255,1,cluster_group_1
florida,pinellas,27.86725,-82.72985,1,cluster_group_1
florida,polk,28.0105,-81.7295,1,cluster_group_1
florida,putnam,29.63375,-81.6555,2,cluster_group_2
florida,st. johns,29.9565,-81.3819,1,cluster_group_1
florida,st. lucie,27.3899,-80.3528,1,cluster_group_1
florida,santa rosa,30.6034,-87.0507,1,cluster_group_1
florida,sarasota,27.2385,-82.4606,1,cluster_group_1
florida,seminole,28.70145,-81.33035,1,cluster_group_1
florida,sumter,28.80035,-82.06135,1,cluster_group_1
florida,suwannee,30.16175,-82.9594,2,cluster_group_2
florida,taylor,30.0078,-83.5862,2,cluster_group_2
florida,union,30,-82.3981,2,cluster_group_2
florida,volusia,29.1145,-81.0971,1,cluster_group_1
florida,wakulla,30.1577,-84.3833,1,cluster_group_1
florida,walton,30.7207,-86.19335,1,cluster_group_1
florida,washington,30.6325,-85.7786,2,cluster_group_2
georgia,appling,31.75135,-82.2681,2,cluster_group_2
georgia,atkinson,31.32,-82.8674,2,cluster_group_2
georgia,bacon,31.5506,-82.4597,2,cluster_group_2
georgia,baker,31.3261,-84.387,2,cluster_group_2
georgia,baldwin,33.0813,-83.2268,2,cluster_group_2
georgia,banks,34.411,-83.49435,2,cluster_group_2
georgia,barrow,33.97545,-83.7363,1,cluster_group_1
georgia,bartow,34.2402,-84.8307,1,cluster_group_1
georgia,ben hill,31.7206,-83.249,2,cluster_group_2
georgia,berrien,31.2894,-83.2161,2,cluster_group_2
georgia,bibb,32.8394,-83.6455,2,cluster_group_2
georgia,bleckley,32.3993,-83.3285,2,cluster_group_2
georgia,brantley,31.1915,-81.9043,2,cluster_group_2
georgia,brooks,30.90575,-83.6183,2,cluster_group_2
georgia,bryan,32.1714,-81.4874,1,cluster_group_1
georgia,bulloch,32.43895,-81.7922,2,cluster_group_2
georgia,burke,33.0918,-82.1864,2,cluster_group_2
georgia,butts,33.2935,-83.9693,2,cluster_group_2
georgia,calhoun,31.52395,-84.65835,2,cluster_group_2
georgia,camden,30.8558,-81.6673,1,cluster_group_1
georgia,candler,32.40415,-82.00825,2,cluster_group_2
georgia,carroll,33.58455,-85.08455,1,cluster_group_1
georgia,catoosa,34.9506,-85.1493,1,cluster_group_1
georgia,charlton,30.6592,-82.0687,2,cluster_group_2
georgia,chatham,32.04465,-81.10935,1,cluster_group_1
georgia,chattahoochee,32.329,-84.8487,3,cluster_group_3
georgia,chattooga,34.5252,-85.37095,2,cluster_group_2
georgia,cherokee,34.2055,-84.5002,1,cluster_group_1
georgia,clarke,33.9501,-83.3691,2,cluster_group_2
georgia,clay,31.6309,-85.0166,2,cluster_group_2
georgia,clayton,33.5616,-84.3542,2,cluster_group_2
georgia,clinch,31.0111,-82.70275,2,cluster_group_2
georgia,cobb,33.9279,-84.5468,1,cluster_group_1
georgia,coffee,31.5289,-82.8667,2,cluster_group_2
georgia,colquitt,31.18365,-83.7462,2,cluster_group_2
georgia,columbia,33.5139,-82.17165,1,cluster_group_1
georgia,cook,31.1655,-83.42915,2,cluster_group_2
georgia,coweta,33.3736,-84.72735,1,cluster_group_1
georgia,crawford,32.7343,-83.9823,2,cluster_group_2
georgia,crisp,31.9545,-83.7773,2,cluster_group_2
georgia,dade,34.8907,-85.4849,3,cluster_group_3
georgia,dawson,34.4056,-84.0915,1,cluster_group_1
georgia,decatur,30.8928,-84.5765,2,cluster_group_2
georgia,dekalb,33.8065,-84.272,1,cluster_group_1
georgia,dodge,32.11655,-83.11615,2,cluster_group_2
georgia,dooly,32.1958,-83.83045,2,cluster_group_2
georgia,dougherty,31.5735,-84.1548,2,cluster_group_2
georgia,douglas,33.7498,-84.7463,1,cluster_group_1
georgia,early,31.3021,-84.9422,2,cluster_group_2
georgia,echols,30.7032,-83.0172,2,cluster_group_2
georgia,effingham,32.2888,-81.32845,1,cluster_group_1
georgia,elbert,34.1974,-82.9427,2,cluster_group_2
georgia,emanuel,32.5066,-82.3402,2,cluster_group_2
georgia,evans,32.1617,-81.91165,2,cluster_group_2
georgia,fannin,34.925,-84.341,2,cluster_group_2
georgia,fayette,33.40025,-84.5645,1,cluster_group_1
georgia,floyd,34.2607,-85.1892,2,cluster_group_2
georgia,forsyth,34.2094,-84.1702,1,cluster_group_1
georgia,franklin,34.32515,-83.14695,2,cluster_group_2
georgia,fulton,33.7566,-84.3915,1,cluster_group_1
georgia,gilmer,34.6856,-84.42705,2,cluster_group_2
georgia,glascock,33.246,-82.65475,3,cluster_group_3
georgia,glynn,31.1818,-81.4868,1,cluster_group_1
georgia,gordon,34.51455,-84.92315,2,cluster_group_2
georgia,grady,30.874,-84.27145,2,cluster_group_2
georgia,greene,33.52435,-83.0882,2,cluster_group_2
georgia,gwinnett,33.9589,-84.0886,1,cluster_group_1
georgia,habersham,34.57285,-83.5436,2,cluster_group_2
georgia,hall,34.2937,-83.826,1,cluster_group_1
georgia,hancock,33.2444,-83.0456,2,cluster_group_2
georgia,haralson,33.79825,-85.2103,2,cluster_group_2
georgia,harris,32.7065,-84.8955,1,cluster_group_1
georgia,hart,34.369,-83.0436,2,cluster_group_2
georgia,heard,33.36495,-85.14455,2,cluster_group_2
georgia,henry,33.4504,-84.1752,1,cluster_group_1
georgia,houston,32.5919,-83.6416,1,cluster_group_1
georgia,irwin,31.6215,-83.3331,2,cluster_group_2
georgia,jackson,34.1849,-83.5655,1,cluster_group_1
georgia,jasper,33.4215,-83.6685,2,cluster_group_2
georgia,jeff davis,31.7258,-82.7212,2,cluster_group_2
georgia,jefferson,33.1629,-82.4007,2,cluster_group_2
georgia,jenkins,32.8652,-81.9341,2,cluster_group_2
georgia,johnson,32.6803,-82.5929,2,cluster_group_2
georgia,jones,33.02265,-83.4914,1,cluster_group_1
georgia,lamar,33.09615,-84.1738,2,cluster_group_2
georgia,lanier,31.00975,-83.02455,2,cluster_group_2
georgia,laurens,32.5168,-82.9626,2,cluster_group_2
georgia,lee,31.7926,-84.21035,1,cluster_group_1
georgia,liberty,31.8285,-81.6,2,cluster_group_2
georgia,lincoln,33.774,-82.4335,2,cluster_group_2
georgia,long,31.773,-81.7387,2,cluster_group_2
georgia,lowndes,30.8488,-83.2814,2,cluster_group_2
georgia,lumpkin,34.5304,-83.9833,1,cluster_group_1
georgia,mcduffie,33.433,-82.4379,2,cluster_group_2
georgia,mcintosh,31.4528,-81.377,2,cluster_group_2
